campaign_id,platform,date,spend,impressions,clicks,conversions,revenue
C-006,Google,2024-03-17,255.97,53914,1216,20,466.27
C-007,Google,2024-03-17,127.95,25063,856,39,408.04
C-008,TikTok,2024-03-17,60.32,13254,623,46,398.07
C-009,TikTok,2024-03-17,99.6,18014,750,35,334.46
C-010,TikTok,2024-03-17,203.22,41101,2549,27,367.58
C-011,Meta,2024-03-17,114.8,21299,552,20,295.69
C-012,Google,2024-03-17,174.93,32130,1028,47,599.12
C-001,Meta,2024-03-18,160.06,33887,916,40,541.32
C-002,Meta,2024-03-18,327.32,70801,1820,25,489.98
C-003,Meta,2024-03-18,102.29,18733,454,18,283.11
C-004,Google,2024-03-18,197.13,38767,1937,161,1176.29
C-005,Google,2024-03-18,219.63,44824,1338,60,720.42
C-006,Google,2024-03-18,263.6,47882,969,15,422.06
C-007,Google,2024-03-18,119.11,21680,741,28,363.22
C-008,TikTok,2024-03-18,61.71,12353,566,42,430.23
C-009,TikTok,2024-03-18,80.07,14676,569,22,279.53
C-010,TikTok,2024-03-18,175.1,35032,2085,22,327.43
C-011,Meta,2024-03-18,122.13,24366,687,22,353.86
C-012,Google,2024-03-18,171.31,32523,935,41,519.15
C-001,Meta,2024-03-19,169.09,31042,979,38,516.46
C-002,Meta,2024-03-19,302.79,61695,1322,18,485.92
C-003,Meta,2024-03-19,103.49,22727,625,21,259.14
C-004,Google,2024-03-19,197.18,37067,1604,129,1417.31
C-005,Google,2024-03-19,185.58,33809,1342,63,700.77
C-006,Google,2024-03-19,306.89,55408,1172,18,483.67
C-007,Google,2024-03-19,111.39,20981,679,24,347.72
C-008,TikTok,2024-03-19,55.66,11094,592,42,424.65
C-009,TikTok,2024-03-19,77.0,15655,624,24,249.78
C-010,TikTok,2024-03-19,187.04,39571,2253,23,411.02
C-011,Meta,2024-03-19,102.3,20004,503,20,300.2
C-012,Google,2024-03-19,177.49,32083,1175,50,522.16
C-001,Meta,2024-03-20,144.63,31683,836,31,513.74
C-002,Meta,2024-03-20,323.03,60554,1514,22,510.09
C-003,Meta,2024-03-20,85.64,16262,459,16,240.41
C-004,Google,2024-03-20,161.48,31306,1346,104,966.55
C-005,Google,2024-03-20,240.13,48038,1838,80,909.19
C-006,Google,2024-03-20,312.79,66497,1142,20,467.46
C-007,Google,2024-03-20,116.42,25133,842,29,348.15
C-008,TikTok,2024-03-20,68.29,13965,724,53,453.39
C-009,TikTok,2024-03-20,80.62,17641,752,32,293.91
C-010,TikTok,2024-03-20,182.41,33844,1884,24,424.73
C-011,Meta,2024-03-20,113.12,23552,640,20,363.84
C-012,Google,2024-03-20,182.84,33972,1266,58,553.05
C-001,Meta,2024-03-21,152.58,33253,883,33,543.86
C-002,Meta,2024-03-21,341.8,71989,2004,29,465.78
C-003,Meta,2024-03-21,98.29,21363,668,28,265.7
C-004,Google,2024-03-21,195.07,35945,1464,118,1310.55
C-005,Google,2024-03-21,195.31,39585,1273,49,701.38
C-006,Google,2024-03-21,268.18,55654,1105,19,442.57
C-007,Google,2024-03-21,138.27,26956,953,38,382.02
C-008,TikTok,2024-03-21,54.48,9876,532,36,365.17
C-009,TikTok,2024-03-21,87.65,18379,800,38,274.47
C-010,TikTok,2024-03-21,225.63,49508,3022,36,448.93
C-011,Meta,2024-03-21,118.47,22494,590,18,355.13
C-012,Google,2024-03-21,154.26,29697,1012,44,507.52
C-001,Meta,2024-03-22,151.14,32499,1058,42,476.63
C-002,Meta,2024-03-22,351.39,63846,1833,27,476.54
C-003,Meta,2024-03-22,107.06,21659,609,24,268.49
C-004,Google,2024-03-22,168.72,33055,1400,115,1083.96
C-005,Google,2024-03-22,205.12,41952,1272,53,622.56
C-006,Google,2024-03-22,307.71,60947,1300,20,533.5
C-007,Google,2024-03-22,147.08,30569,871,33,449.23
C-008,TikTok,2024-03-22,54.22,11039,587,42,385.08
C-009,TikTok,2024-03-22,83.25,17288,737,36,319.33
C-010,TikTok,2024-03-22,177.41,32743,1773,20,375.22
C-011,Meta,2024-03-22,115.83,24514,664,27,312.52
C-012,Google,2024-03-22,154.27,32509,1205,50,517.29
C-001,Meta,2024-03-23,134.25,28830,781,33,419.24
C-002,Meta,2024-03-23,301.71,63583,1563,24,373.93
C-003,Meta,2024-03-23,88.95,16732,485,17,254.75
C-004,Google,2024-03-23,199.19,40184,1540,128,1192.92
C-005,Google,2024-03-23,215.6,42910,1461,53,755.05
C-006,Google,2024-03-23,258.56,52201,1081,19,454.06
C-007,Google,2024-03-23,112.41,20900,699,24,385.46
C-008,TikTok,2024-03-23,63.01,13453,631,56,392.29
C-009,TikTok,2024-03-23,87.76,16422,656,30,334.09
C-010,TikTok,2024-03-23,205.7,43503,2161,25,442.2
C-011,Meta,2024-03-23,135.53,24900,631,21,365.7
C-012,Google,2024-03-23,139.25,27445,919,35,396.75
C-001,Meta,2024-03-24,158.76,30319,916,36,537.88
C-002,Meta,2024-03-24,330.76,60982,1629,25,530.74
C-003,Meta,2024-03-24,99.51,20652,653,28,270.16
C-004,Google,2024-03-24,185.88,35811,1623,139,1155.25
C-005,Google,2024-03-24,186.67,37801,1330,58,633.25
C-006,Google,2024-03-24,253.11,51729,1099,22,344.42
C-007,Google,2024-03-24,111.44,22847,647,28,376.51
C-008,TikTok,2024-03-24,68.98,13558,644,52,517.14
C-009,TikTok,2024-03-24,76.81,14443,512,25,260.57
C-010,TikTok,2024-03-24,200.4,38668,1811,22,400.81
C-011,Meta,2024-03-24,128.08,26210,607,19,340.39
C-012,Google,2024-03-24,152.22,31494,1169,52,508.39
C-001,Meta,2024-03-25,149.17,30592,1025,41,453.73
C-002,Meta,2024-03-25,347.26,68256,1830,30,456.9
C-003,Meta,2024-03-25,106.75,20562,581,20,326.8
C-004,Google,2024-03-25,196.17,42278,1818,155,1191.12
C-005,Google,2024-03-25,180.46,39582,1437,66,626.63
C-006,Google,2024-03-25,270.72,55174,1224,23,459.83
C-007,Google,2024-03-25,122.77,22253,693,27,350.63
C-008,TikTok,2024-03-25,59.13,12892,589,44,376.21
C-009,TikTok,2024-03-25,97.69,20623,880,38,301.56
C-010,TikTok,2024-03-25,198.96,39792,1985,26,446.95
C-011,Meta,2024-03-25,120.85,25501,614,24,371.08
C-012,Google,2024-03-25,181.03,37485,1100,48,572.23
C-001,Meta,2024-03-26,159.62,32066,818,36,539.45
C-002,Meta,2024-03-26,329.05,60375,1494,19,463.51
C-003,Meta,2024-03-26,104.77,20168,577,20,339.58
C-004,Google,2024-03-26,170.33,31971,1342,95,1087.59
C-005,Google,2024-03-26,185.91,34574,1127,40,655.41
C-006,Google,2024-03-26,281.18,52935,1011,17,401.51
C-007,Google,2024-03-26,137.97,26397,780,27,442.24
C-008,TikTok,2024-03-26,57.1,11291,501,39,432.76
C-009,TikTok,2024-03-26,79.36,14455,537,21,293.93
C-010,TikTok,2024-03-26,205.57,43878,2557,31,407.41
C-011,Meta,2024-03-26,131.43,27405,777,28,420.3
C-012,Google,2024-03-26,172.28,34219,1004,45,620.71
C-001,Meta,2024-03-27,148.57,29450,932,39,470.49
C-002,Meta,2024-03-27,294.24,55597,1540,23,462.96
C-003,Meta,2024-03-27,96.76,20124,591,24,312.8
C-004,Google,2024-03-27,177.48,32161,1436,102,1140.21
C-005,Google,2024-03-27,189.26,39880,1439,53,566.83
C-006,Google,2024-03-27,306.67,64974,1231,23,533.72
C-007,Google,2024-03-27,131.28,25735,802,33,412.82
C-008,TikTok,2024-03-27,68.53,13387,637,55,506.88
C-009,TikTok,2024-03-27,97.68,19283,795,36,323.81
C-010,TikTok,2024-03-27,209.76,38410,2385,29,438.73
C-011,Meta,2024-03-27,123.32,24481,671,26,311.75
C-012,Google,2024-03-27,181.88,33244,968,43,629.39
C-001,Meta,2024-03-28,144.55,28877,907,31,506.55
C-002,Meta,2024-03-28,357.18,77197,2008,25,447.06
C-003,Meta,2024-03-28,89.48,18007,487,18,235.8
C-004,Google,2024-03-28,189.8,36567,1680,141,1161.36
C-005,Google,2024-03-28,237.93,46964,1881,75,709.29
C-006,Google,2024-03-28,238.68,52379,1017,16,358.31
C-007,Google,2024-03-28,124.9,25224,698,29,424.45
C-008,TikTok,2024-03-28,57.47,12324,683,50,438.89
C-009,TikTok,2024-03-28,87.15,16795,615,26,317.99
C-010,TikTok,2024-03-28,209.75,41739,2080,24,496.57
C-011,Meta,2024-03-28,132.24,24619,763,28,329.65
C-012,Google,2024-03-28,139.44,25186,886,36,437.74
C-001,Meta,2024-03-29,172.06,31553,986,38,543.33
C-002,Meta,2024-03-29,347.74,71000,1735,23,488.21
C-003,Meta,2024-03-29,101.56,20109,538,18,303.76
C-004,Google,2024-03-29,184.21,39397,1632,122,1165.34
C-005,Google,2024-03-29,212.91,41449,1658,71,768.39
C-006,Google,2024-03-29,247.51,49319,1042,16,423.49
C-007,Google,2024-03-29,148.86,32651,1132,44,403.08
C-008,TikTok,2024-03-29,67.02,12300,609,52,549.19
C-009,TikTok,2024-03-29,78.61,16142,668,28,245.03
C-010,TikTok,2024-03-29,190.61,40245,2192,26,396.59
C-011,Meta,2024-03-29,128.42,25278,776,30,336.84
C-012,Google,2024-03-29,137.7,29869,1059,46,449.06
C-001,Meta,2024-03-30,130.26,25912,700,24,478.15
C-002,Meta,2024-03-30,349.65,71668,1677,22,490.33
C-003,Meta,2024-03-30,110.54,21125,526,18,354.98
C-004,Google,2024-03-30,153.77,28364,1151,88,894.9
C-005,Google,2024-03-30,206.64,43872,1425,63,699.4
C-006,Google,2024-03-30,305.15,65448,1247,19,436.25
C-007,Google,2024-03-30,146.92,27351,874,40,492.39
C-008,TikTok,2024-03-30,55.28,10923,568,41,426.0
C-009,TikTok,2024-03-30,85.82,17652,722,28,278.14
C-010,TikTok,2024-03-30,193.92,37243,2199,28,411.21
C-011,Meta,2024-03-30,115.67,24085,645,20,359.85
C-012,Google,2024-03-30,136.57,29647,963,41,497.56
C-001,Meta,2024-03-31,158.23,28741,970,40,575.63
C-002,Meta,2024-03-31,313.45,67931,1880,26,408.17
C-003,Meta,2024-03-31,87.95,18132,491,20,274.11
C-004,Google,2024-03-31,192.65,39213,1603,114,1323.71
C-005,Google,2024-03-31,189.83,38327,1410,65,550.92
C-006,Google,2024-03-31,246.21,45341,892,14,368.33
C-007,Google,2024-03-31,118.03,21357,599,27,383.08
C-008,TikTok,2024-03-31,66.04,14398,749,63,421.28
C-009,TikTok,2024-03-31,99.62,18449,733,36,365.74
C-010,TikTok,2024-03-31,228.03,49218,2865,31,474.12
C-011,Meta,2024-03-31,135.7,27893,848,28,371.64
C-012,Google,2024-03-31,179.36,37808,1181,43,500.6
